label	frame	needle	count	rows
pi	90	Working...	0	
pi	90	Hello!	2	16,19
pi	90	$0.000 (sub) 0.0%/272k	0	
pipy	91	Reply exactly: Hello!	1	16
pipy	91	Working...	0	
pipy	91	Hello!	2	16,19
pipy	91	$0.000 (sub) 0.0%/272k	0	
pi	91	Reply exactly: Hello!	1	16
pi	91	Working...	0	
pi	91	Hello!	2	16,19
pi	91	$0.000 (sub) 0.0%/272k	0	
pipy	92	Reply exactly: Hello!	1	16
pipy	92	Working...	0	
pipy	92	Hello!	2	16,19
pipy	92	$0.000 (sub) 0.0%/272k	0	
pi	92	Reply exactly: Hello!	1	16
pi	92	Working...	0	
pi	92	Hello!	2	16,19
pi	92	$0.000 (sub) 0.0%/272k	0	
pipy	93	Reply exactly: Hello!	1	16
pipy	93	Working...	0	
pipy	93	Hello!	2	16,19
pipy	93	$0.000 (sub) 0.0%/272k	0	
pi	93	Reply exactly: Hello!	1	16
pi	93	Working...	0	
pi	93	Hello!	2	16,19
pi	93	$0.000 (sub) 0.0%/272k	0	
pipy	94	Reply exactly: Hello!	1	16
pipy	94	Working...	0	
pipy	94	Hello!	2	16,19
pipy	94	$0.000 (sub) 0.0%/272k	0	
pi	94	Reply exactly: Hello!	1	16
pi	94	Working...	0	
pi	94	Hello!	2	16,19
pi	94	$0.000 (sub) 0.0%/272k	0	
pipy	95	Reply exactly: Hello!	1	16
pipy	95	Working...	0	
pipy	95	Hello!	2	16,19
pipy	95	$0.000 (sub) 0.0%/272k	0	
pi	95	Reply exactly: Hello!	1	16
pi	95	Working...	0	
pi	95	Hello!	2	16,19
pi	95	$0.000 (sub) 0.0%/272k	0	
pipy	96	Reply exactly: Hello!	1	16
pipy	96	Working...	0	
pipy	96	Hello!	2	16,19
pipy	96	$0.000 (sub) 0.0%/272k	0	
pi	96	Reply exactly: Hello!	1	16
pi	96	Working...	0	
pi	96	Hello!	2	16,19
pi	96	$0.000 (sub) 0.0%/272k	0	
pipy	97	Reply exactly: Hello!	1	16
pipy	97	Working...	0	
pipy	97	Hello!	2	16,19
pipy	97	$0.000 (sub) 0.0%/272k	0	
pi	97	Reply exactly: Hello!	1	16
pi	97	Working...	0	
pi	97	Hello!	2	16,19
pi	97	$0.000 (sub) 0.0%/272k	0	
pipy	98	Reply exactly: Hello!	1	16
pipy	98	Working...	0	
pipy	98	Hello!	2	16,19
pipy	98	$0.000 (sub) 0.0%/272k	0	
pi	98	Reply exactly: Hello!	1	16
pi	98	Working...	0	
pi	98	Hello!	2	16,19
pi	98	$0.000 (sub) 0.0%/272k	0	
pipy	99	Reply exactly: Hello!	1	16
pipy	99	Working...	0	
pipy	99	Hello!	2	16,19
pipy	99	$0.000 (sub) 0.0%/272k	0	
pi	99	Reply exactly: Hello!	1	16
pi	99	Working...	0	
pi	99	Hello!	2	16,19
pi	99	$0.000 (sub) 0.0%/272k	0	
